numero,cultivar,especie,condicion_genetica,nombre_cientifico,grupo,inscripcion_rnc,inscripcion_rnpc,validez_rnpc,pais,caracteristicas,evento_transgenico,evento_transgenico_caracteristica,solicitante_rnc,representante_rnc,solicitante_rnpc,representante_rnpc
19454,PACIFIC RED,CEREZO,,"Prunus avium(L.)L.,P.cerasus L.",FR,2022-11-28,2022-04-25,2042-04-25,FRA,,,,SMS UNLIMITED LLC,LOS ALAMOS DE ROSAUER SA,SMS UNLIMITED LLC,LOS ALAMOS DE ROSAUER SOC ANON     AGROP IND INMOB Y COM 
19455,PRIMOGENITA FCA INTA,ARVEJA,VARIEDAD,Pisum sativum L.,HT,2021-05-21,2021-05-21,2041-05-21,ARG,,,,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA / UNIV. NAC. DE ROSARIO - FAC. DE CS. AGR.,HISKIN ADRIAN / LABARTA MARCELO DANIEL,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA / UNIV. NAC. DE ROSARIO - FAC. DE CS. AGR.,HISKIN ADRIAN / LABARTA MARCELO DANIEL
19456,NS7921 VIPTERA3 CL,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-08-26,,,ARG,CL - TR,SYN-BTØ11-1 x  MON-ØØØ21-9 x SYN-IR162-4 ,Resistencia a Lepidópteros y Tolerancia a Glifosato y a Glufosinato de amonio,SYNGENTA AGRO S.A.,"NOE, GRISELDA",,
19457,DK73-20PR04,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-05-27,,,ARG,TR,MON-87427-7 × MON-89Ø34-3 × SYN-IR162-4 × MON-87411-9,Tolerancia a glifosato y con Resistencia a Lepidópteros y a Coleópteros,AGRO BAYER S.R.L.,ARANCEDO ALVAREZ MIGUEL,,
19459,SANTA CATALINA UNLP,MOSTAZA INDIA,,Brassica juncea,OL,2020-10-27,,,ARG,,,,UNIV.NAC.LA PLATA - FAC. CS. A,RICARDO HIPOLITO ANDREAU,,
19466,BUCK PEREGRINO,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,CE,2020-05-27,2020-07-07,2040-07-07,ARG,,,,BUCK SEMILLAS S.A.,EDUARDO COSTA,BUCK SEMILLAS S.A.,EDUARDO COSTA
19469,SY 109,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,CE,2020-05-27,2020-11-20,2040-11-20,FRA,,,,SYNGENTA CROP PROTECTION A.G.,GRISELDA NOE,SYNGENTA CROP PROTECTION AG,NOE GRISELDA NATALIA 
19470,NOVILLERO 10.1 BT,MAIZ,HIBRIDO TRIPLE,Zea mays L.,CE,2020-05-27,,,ARG,TR,MON-ØØ81Ø-6,Resistencia a Lepidópteros ,CAVERZASI ORTIN & CIA. S.R.L.,CAVERZASI DANIEL ALEJANDRO,,
19471,MULATA,AVENA STRIGOSA,,Avena strigosa Schreb.,FO,2020-11-05,,,URU,,,,AGROPICK SA,AGROPICK ARGENTINA S.A.,,
19472,ALBERTO,RAIGRAS ANUAL,,Lolium multiflorum Lam.,FO,2021-01-22,,,NET,,,,DSV SEMILLAS S.R.L.,REMMER CARLOS MIGUEL,,
19474,ARG 7715 BTRRCL,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-12-09,,,ARG,TR,MON-ØØ6Ø3-6 x MON-ØØ81Ø-6,Tolerancia a Glifosato y Resistencia a Lepidópteros ,MARANESSI PEDRO JOSE,MARANESSI PEDRO JOSE,,
19475,ACA 362,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,CE,2020-05-27,2022-01-05,2042-01-05,ARG,,,,ASOCIACIÓN DE COOPERATIVAS ARGENTINAS COOPERATIVA LIMITADA,ACCASTELLO VICTOR ORESTE,ASOCIACION DE COOPERATIVAS ARGENTINAS - COOP. LTDA.,ACCASTELLO VICTOR ORESTE
19477,ACA 604,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,CE,2020-05-27,2022-01-05,2042-01-05,ARG,,,,ASOCIACIÓN DE COOPERATIVAS ARGENTINAS COOPERATIVA LIMITADA,ACCASTELLO VICTOR ORESTE,ASOCIACION DE COOPERATIVAS ARGENTINAS - COOP. LTDA.,ACCASTELLO VICTOR ORESTE
19479,ACA 917,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,CE,2020-05-27,2022-01-05,2042-01-05,ARG,,,,ASOCIACIÓN DE COOPERATIVAS ARGENTINAS COOPERATIVA LIMITADA,ACCASTELLO VICTOR,ASOCIACION DE COOPERATIVAS ARGENTINAS - COOP. LTDA.,ACCASTELLO VICTOR
19480,ARG 7716 BTRR,MAIZ,HIBRIDO TRIPLE,Zea mays L.,CE,2020-12-09,,,ARG,TR,MON-ØØ6Ø3-6 x MON-ØØ81Ø-6,Tolerancia a Glifosato y Resistencia a Lepidópteros ,"MARANESSI, PEDRO JOSE",MARANESSI JOSE PEDRO,,
19481,8004 VIPTERA3,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-08-26,,,ARG,TR,SYN-BTØ11-1 x  MON-ØØØ21-9 x SYN-IR162-4 ,Resistencia a Lepidópteros y Tolerancia a Glifosato y a Glufosinato de amonio,SYNGENTA AGRO S.A.,"NOE, GRISELDA",,
19482,NK890 VIPTERA3,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-08-26,,,ARG,TR,SYN-BTØ11-1 x  MON-ØØØ21-9 x SYN-IR162-4 ,Resistencia a Lepidópteros y Tolerancia a Glifosato y a Glufosinato de amonio,SYNGENTA AGRO S.A.,"NOE, GRISELDA",,
19483,NK885 VIPTERA3,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-08-26,,,ARG,TR,SYN-BTØ11-1 x  MON-ØØØ21-9 x SYN-IR162-4 ,Resistencia a Lepidópteros y Tolerancia a Glifosato y a Glufosinato de amonio,SYNGENTA AGRO S.A.,"NOE, GRISELDA",,
19484,8728 VIPTERA3,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-08-26,,,ARG,TR,SYN-BTØ11-1 x  MON-ØØØ21-9 x SYN-IR162-4 ,Resistencia a Lepidópteros y Tolerancia a Glifosato y a Glufosinato de amonio,SYNGENTA AGRO S.A.,"NOE, GRISELDA",,
19485,9926 VIPTERA3,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-08-26,,,ARG,TR,SYN-BTØ11-1 x  MON-ØØØ21-9 x SYN-IR162-4 ,Resistencia a Lepidópteros y Tolerancia a Glifosato y a Glufosinato de amonio,SYNGENTA AGRO S.A.,"NOE, GRISELDA",,
19486,SMF 8080,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-08-27,,,ARG,,,,SYNGENTA AGRO S.A.,"NOE, GRISELDA",,
19488,FABIETTO,LECHUGA,VARIEDAD,Lactuca sativa L.,HT,2020-11-16,,,NET,,,,RIJK ZWAAN ARGENTINA S.A.,PORTELLA EZEQUIEL PABLO,,
19489,LT721RR2,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-05-27,,,ARG,TR,MON-ØØ6Ø3-6,Tolerancia a Glifosato,AGRO BAYER S.R.L.,ARANCEDO ALVAREZ MIGUEL,,
19490,MELVILLE,ESPINACA,,Spinacia oleracea L.,HT,2020-06-02,,,UN3,,,,AGRO BAYER S.R.L.,ARANCEDO ALVAREZ MIGUEL,,
19491,OVINDOLI,COLIFLOR,HIBRIDO,Brassica oleracea L. convar.botrytis  (L,HT,2020-05-27,,,UN3,,,,AGRO BAYER S.R.L.,ARANCEDO ALVAREZ MIGUEL,,
19506,CHIVAS,ZAPALLITO ALARGADO DE TRONCO,HIBRIDO,Cucurbita pepo L.,HT,2020-06-18,,,ITA,,,,R&P SEEDS ARGENTINA S.A,RAMOS DIEGO FERNANDO,,
19507,MERCEDITAS INTA,SETARIA,,Setaria sphacelata,FO,2021-12-17,2021-12-17,2041-12-17,ARG,,,,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,MARCELO LABARTA,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,MARCELO LABARTA
19510,TEDDY BEAR,GIRASOL ORNAMENTAL,,Helianthus annuus L.,OR,2020-06-11,,,ARG,,,,DRUETTO JULIAN DARIO,DRUETTO JULIAN DARIO,,
19511,LEMONCHELO,GIRASOL ORNAMENTAL,,Helianthus annuus L.,OR,2020-06-11,,,ARG,,,,DRUETTO JULIAN DARIO,DRUETTO JULIAN DARIO,,
19512,MAI TAI,GIRASOL ORNAMENTAL,,Helianthus annuus L.,OR,2020-06-11,,,ARG,,,,DRUETTO JULIAN DARIO,DRUETTO JULIAN DARIO,,
19516,CHOCOLATE KISS,GIRASOL ORNAMENTAL,,Helianthus annuus L.,OR,2020-06-11,,,ARG,,,,DRUETTO JULIAN DARIO,DRUETTO JULIAN DARIO,,
19518,ACAPULCO,GIRASOL ORNAMENTAL,,Helianthus annuus L.,OR,2020-06-11,,,ARG,,,,DRUETTO JULIAN DARIO,DRUETTO JULIAN DARIO,,
19519,MANHATTAN,GIRASOL ORNAMENTAL,,Helianthus annuus L.,OR,2020-06-11,,,ARG,,,,DRUETTO JULIAN DARIO,DRUETTO JULIAN DARIO,,
19524,MADALENA,LECHUGA,VARIEDAD,Lactuca sativa L.,HT,2020-09-28,,,CHI,,,,FLORENSA ARGENTINA SA,"FLORENSA, NATALIA",,
19525,CHERVO,LECHUGA,VARIEDAD,Lactuca sativa L.,HT,2020-09-28,,,CHI,,,,FLORENSA ARGENTINA SA,"FLORENSA, NATALIA",,
19526,COLADA,LECHUGA,VARIEDAD,Lactuca sativa L.,HT,2020-09-28,,,CHI,,,,FLORENSA ARGENTINA SA,"FLORENSA, NATALIA",,
19527,RIDLEY 1403,ARANDANO,,Vaccinium L.,FR,2021-03-16,,,AUS,,,,SARZA JOSE LUIS,JOSE LUIS SARZA,,
19528,ERASMUS,LECHUGA,VARIEDAD,Lactuca sativa L.,HT,2020-11-16,,,NET,,,,RIJK ZWAAN ARGENTINA S.A.,PORTELLA EZEQUIEL PABLO,,
19531,CUMPA,PIMIENTO,HIBRIDO,Capsicum annuum L.,HT,2021-04-27,,,SPA,,,,AGROQUIMICOS DARIO S.A.,FUSARI ROBERTO ENRIQUE,,
19532,DLF 894,ALFALFA,,Medicago sativa L.,FO,2020-06-11,2022-04-25,2042-04-25,ARG,,,,FORAGE GENETICS INTERN. LLC,FORAGE GENETICS ARGENTINA SRL,FORAGE GENETICS INTERNATIONAL LLC,FORAGE GENETICS ARGENTINA SRL 
19535,KLEIN FAVORITO II,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,CE,2020-05-27,2020-08-05,2040-08-05,ARG,,,,CRIADERO KLEIN S.A.,GUSTAVO ALBERTO KLEIN,CRIADERO KLEIN S.A.,GUSTAVO ALBERTO KLEIN
19536,CALIBELLO,PIMIENTO,VARIEDAD,Capsicum annuum L.,HT,2020-06-18,,,BRA,,,,SAKATA SEED ARGENTINA S.A,ROBERTO TAKASHI OKI,,
19538,NIMBA,CEREZO,,"Prunus avium(L.)L.,P.cerasus L.",FR,2022-11-28,2022-12-27,2042-12-27,FRA,,,,SMS UNLIMITED LLC,LOS ALAMOS DE ROSAUER SA,SMS UNLIMITED LLC,LOS ALAMOS DE ROSAUER SOC ANON     AGROP IND INMOB Y COM 
19542,SALMARINAS,LECHUGA,VARIEDAD,Lactuca sativa L.,HT,2020-10-06,,,NET,,,,RIJK ZWAAN ARGENTINA S.A.,PORTELLA EZEQUIEL PABLO,,
19543,TETI,BERENJENA,HIBRIDO,Solanum melongena L.,HT,2020-11-16,,,ITA,,,,GARDE GIUSTI Y CHUCHUY S.A.,JAVIER CHUCHUY,,
19545,SACHA 109,ALAMO,,Populus deltoides W. Bartram ex Marshall,FT,2020-06-02,,,UN3,,,,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,MARCELO LABARTA,,
19547,ANZU,REPOLLO,VARIEDAD,Brassica oleracea L. var. capitata L.,HT,2020-10-14,,,JAP,,,,SAKATA SEED ARGENTINA S.A,ROBERTO TAKASHI OKI,,
19549,RGT QUIRIKO,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,CE,2021-05-28,2021-02-12,2041-02-12,SPA,,,,RAGT 2N S.A.S.,PREVIGLIANO FRANCISCO HUGO,RAGT 2N S.A.S,PREVIGLIANO HUGO FRANCISCO
19550,EXPERIENCE,LECHUGA,VARIEDAD,Lactuca sativa L.,HT,2020-10-06,,,NET,,,,RIJK ZWAAN ARGENTINA S.A.,PORTELLA EZEQUIEL PABLO,,
19551,VALINTER,CEBOLLA,HIBRIDO,Allium cepa L.,HT,2020-06-05,,,ARG,,,,SEMILLAS DE ORO S.A.,GIAMPORTONE JORGE DANIEL,,
19552,ENTINA,CEBOLLA,VARIEDAD,Allium cepa L.,HT,2020-06-18,,,ARG,,,,SEMILLAS DE ORO S.A.,GIAMPORTONE JORGE DANIEL,,
19553,KLEIN GEMINIS,TRIGO PAN,VARIEDADES,Triticum aestivum (L.) Emend. Fiori et P,CE,2020-05-27,2021-10-29,2041-10-29,ARG,,,,CRIADERO KLEIN S.A.,GUSTAVO ALBERTO KLEIN,CRIADERO KLEIN S.A.,GUSTAVO ALBERTO KLEIN
19554,90638,SORGO,LINEA,Sorghum spp,CE,,2021-02-18,2041-02-18,ARG,,,,,,ADVANTA SEMILLAS S.A.I.C.,PABLO CARLOS DE LA FUENTE
19559,GIF 3282,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,2020-05-27,,,ARG,,,,TOBIN S.R.L.,TOBIN VICTOR TADEO,,
19561,PALERMO OBEDIUS,PIMIENTO,HIBRIDO,Capsicum annuum L.,HT,2020-11-17,,,NET,,,,RIJK ZWAAN ARGENTINA S.A.,PORTELLA EZEQUIEL PABLO,,
19562,ROMAN,PIMIENTO,HIBRIDO,Capsicum annuum L.,HT,2021-04-27,,,NET,,,,AGROQUIMICOS DARIO S.A.,FUSARI ROBERTO ENRIQUE,,
19564,PALERMO YOSEMITE,PIMIENTO,HIBRIDO,Capsicum annuum L.,HT,2020-11-17,,,NET,,,,RIJK ZWAAN ARGENTINA S.A.,PORTELLA EZEQUIEL PABLO,,
19565,ACA484VT3P,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-05-27,,,ARG,TR,MON-89Ø34-3 x MON-88Ø17-3,Tolerancia a Glifosato y Resistencia a Lepidópteros y Coleópteros ,ASOCIACIÓN DE COOPERATIVAS ARGENTINAS COOPERATIVA LIMITADA,ACCASTELLO VICTOR,,
19568,BORO,MELON,HIBRIDO,Cucumis melo L.,HT,2021-08-17,,,ITA,,,,AGROQUIMICOS DARIO S.A.,FUSARI ROBERTO ENRIQUE,,
19569,LALIQUE,LECHUGA,VARIEDAD,Lactuca sativa L.,HT,2020-11-16,,,NET,,,,RIJK ZWAAN ARGENTINA S.A.,PORTELLA EZEQUIEL PABLO,,
19570,PYTHON,ESPINACA,,Spinacia oleracea L.,HT,2020-12-22,,,NET,,,,RIJK ZWAAN ARGENTINA S.A.,PORTELLA EZEQUIEL PABLO,,
19571,NANTES 5,ZANAHORIA,HIBRIDO,Daucus carota L.,HT,2021-09-28,,,NET,,,,RIJK ZWAAN ARGENTINA S.A.,PORTELLA EZEQUIEL PABLO,,
19573,VALIA 92,GIRASOL CONFITURA,HIBRIDO,Helianthus annuus L.,OL,2020-05-27,,,ARG,,,,ARGENSUN S.A,FERNANDO DIAZ COLODRERO,,
19575,NATY,COLIFLOR,HIBRIDO,Brassica oleracea L. convar.botrytis  (L,HT,2020-09-28,,,BRA,,,,SAKATA SEED ARGENTINA S.A.,ROBERTO TAKASHI OKI,,
19576,MATINELLA,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2020-08-25,,,BRA,,,,SAKATA SEED ARGENTINA S.A.,ROBERTO TAKASHI OKI,,
19577,ROBUSTO,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2020-08-25,,,JAP,,,,SAKATA SEED ARGENTINA S.A.,ROBERTO TAKASHI OKI,,
19578,MODAN,PEPINO,HIBRIDO,Cucumis sativus L.,HT,2021-01-22,,,NET,,,,RIJK ZWAAN ARGENTINA S.A.,PORTELLA EZEQUIEL PABLO,,
19579,GALÁPAGOS,SANDIA,HIBRIDO,Citrullus lanatus (Thumb.) Matsum. et Nakai,HT,2020-09-07,,,BRA,,,,SAKATA SEED ARGENTINA S.A.,ROBERTO TAKASHI OKI,,
19580,AF 28134,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2020-08-25,,,BRA,,,,SAKATA SEED ARGENTINA S.A.,ROBERTO TAKASHI OKI,,
19584,ZAFIRO,BROCOLI,HIBRIDO,Brassica oleracea L. convar. botrytis,HT,2020-10-08,,,JAP,,,,SAKATA SEED ARGENTINA S.A.,ROBERTO TAKASHI OKI,,
19587,NIVEA,COLIFLOR,HIBRIDO,Brassica oleracea L. convar.botrytis  (L,HT,2020-09-28,,,BRA,,,,SAKATA SEED ARGENTINA S.A.,ROBERTO TAKASHI OKI,,
19589,PALOMA,COLIFLOR,HIBRIDO,Brassica oleracea L. convar.botrytis  (L,HT,2020-09-28,,,BRA,,,,SAKATA SEED ARGENTINA S.A.,ROBERTO TAKASHI OKI,,
19590,KIN,ZAPALLO/ZAPALLITO INTERESPECIF,HIBRIDO,Cucurbita maxima x Cucurbita moschata,HT,2020-10-13,,,BRA,,,,SAKATA SEED ARGENTINA S.A.,ROBERTO TAKASHI OKI,,
19591,SOBERANA,ZAPALLO/ZAPALLITO INTERESPECIF,HIBRIDO,Cucurbita maxima x Cucurbita moschata,HT,2020-10-13,,,BRA,,,,SAKATA SEED ARGENTINA S.A.,ROBERTO TAKASHI OKI,,
19592,MONTANA,ZAPALLO/ZAPALLITO INTERESPECIF,HIBRIDO,Cucurbita maxima x Cucurbita moschata,HT,2020-10-13,,,BRA,,,,SAKATA SEED ARGENTINA S.A.,ROBERTO TAKASHI OKI,,
19593,GRAY FOX,RAIGRAS PERENNE,,Lolium perenne L.,FO,2020-05-27,,,UN3,,,,JOSE R. PICASSO S.A.,GUSTAVO PICASSO,,
19598,SRM 6620 VT3P,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-05-27,,,ARG,TR,MON-89Ø34-3 x MON-88Ø17-3,Tolerancia a Glifosato y Resistencia a Lepidópteros y Coleópteros ,LIMAGRAIN ARGENTINA SEMILLAS S.A.,"LANNES, PABLO ARIEL",,
19599,LG 30870 MGRR2,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-05-27,,,ARG,TR,MON-ØØ6Ø3-6 x MON-ØØ81Ø-6,Tolerancia a Glifosato y Resistencia a Lepidópteros ,LIMAGRAIN ARGENTINA SEMILLAS S.A.,"LANNES, PABLO ARIEL",,
19600,ASCANIO,PIMIENTO,HIBRIDO,Capsicum annuum L.,HT,2021-03-23,,,ITA,,,,GARDE GIUSTI Y CHUCHUY S.A.,JAVIER CHUCHUY,,
19601,GOLDY,ZAPALLITO ALARGADO DE TRONCO,HIBRIDO,Cucurbita pepo L.,HT,2021-05-26,,,ISR,,,,AGROQUIMICOS DARIO S.A.,FUSARI ROBERTO ENRIQUE,,
19602,LG 30680 VIP3,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-05-27,,,ARG,TR,SYN-BTØ11-1 x  MON-ØØØ21-9 x SYN-IR162-4 ,Resistencia a Lepidópteros y Tolerancia a Glifosato y a Glufosinato de amonio,LIMAGRAIN ARGENTINA S.A.,"LANNES, PABLO ARIEL",,
19603,JIMENA,LECHUGA,VARIEDAD,Lactuca sativa L.,HT,2021-02-22,,,ITA,,,,SEMILLAS EMILIO S.R.L.,KRAMAROVSKY EMILIO,,
19604,ACA 785 FT BMR,SORGO,FORRAJERO,Sorghum spp,FO,2020-05-27,,,ARG,,,,ASOCIACIÓN DE COOPERATIVAS ARGENTINAS COOPERATIVA LIMITADA,ACCASTELLO VICTOR,,
19605,STINE 9820-20,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-05-27,,,ARG,TR,SYN-BTØ11-1 x  MON-ØØØ21-9 x SYN-IR162-4 ,Resistencia a Lepidópteros y Tolerancia a Glifosato y a Glufosinato de amonio,M.S.TECHNOLOGIES ARGENTINA SRL,ROSASCO IGNACIO M.,,
19606,STINE 120-09 RG,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-05-27,,,ARG,TR,MON-ØØØ21-9,Tolerancia a Glifosato,M.S.TECHNOLOGIES ARGENTINA SRL,ROSASCO IGNACIO M.,,
19607,80368,SORGO,LINEA,Sorghum spp,CE,,2021-02-18,2041-02-18,ARG,,,,,,ADVANTA SEMILLAS S.A.I.C.,PABLO CARLOS DE LA FUENTE
19608,FT 4212 BMR RR2,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-09-02,,,ARG,TR,MON-ØØ6Ø3-6,Tolerancia a Glifosato,FORRATEC ARGENTINA S.A.U.,CARDINI MAXIMO,,
19609,BMH PIUSOLE,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,2020-10-06,,,ARG,,,,BANCHERO PABLO ANDRES,BANCHERO PABLO ANDRES,,
19610,BENTHOS,ESCAROLA,,Cichorium endivia L.,HT,2021-02-24,,,NET,,,,BEJO SEMILLAS ARGENTINAS S.A,PETRUS DEKKER,,
19611,TARDIA INTA,MANDARINO,,Citrus deliciosa Ten.,FR,2021-01-04,2021-01-04,2041-01-04,ARG,CIS,,,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,MARCELO LABARTA,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,MARCELO LABARTA
19612,CRIOLLA INTA SS,MANDARINO,,Citrus deliciosa Ten.,FR,2021-01-04,2021-01-04,2041-01-04,ARG,CIS,,,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,MARCELO LABARTA,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA,MARCELO LABARTA
19614,ZT 74H55 CL,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,2020-06-05,,,ARG,AO - CL,,,ZETA SEMILLAS SRL,ZAPIOLA SANTIAGO,,
19615,ZT 74L60 CL,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,2020-06-05,,,ARG,CL,,,ZETA SEMILLAS SRL,ZAPIOLA SANTIAGO,,
19616,ZT 74C15,GIRASOL CONFITURA,HIBRIDO,Helianthus annuus L.,OL,2020-05-27,,,ARG,,,,ZETA SEMILLAS SRL,ZAPIOLA SANTIAGO,,
19617,DUO225 PWU,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-08-25,,,ARG,TR,MON-89Ø34-3 x DAS-Ø15Ø7-1 x MON-ØØ6Ø3-6 x SYN-IR162-4 y acumulados intermedios,Resistencia a Lepidópteros y tolerancia a glufosinato de amonio y a glifosato,DOW AGROSCIENCES ARGENTINA SRL,MARIA CECILIA ROCA,,
19618,PIQUEPOUL BLANC,VID,,Vitis L.,FR,2020-09-28,,,FRA,,,,GRUPO PEÑAFLOR S.A.,MAGDALENA ROGE,,
19620,NXM 1122PWU,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-08-25,,,ARG,TR,MON-89Ø34-3 x DAS-Ø15Ø7-1 x MON-ØØ6Ø3-6 x SYN-IR162-4 y acumulados intermedios,Resistencia a Lepidópteros y tolerancia a glufosinato de amonio y a glifosato,DOW AGROSCIENCES ARGENTINA SRL,MARIA CECILIA ROCA,,
19621,CAMAN,PEPINO,HIBRIDO,Cucumis sativus L.,HT,2022-04-29,,,NET,,,,RIJK ZWAAN ARGENTINA S.A.,PORTELLA EZEQUIEL PABLO,,
19625,AGRI-330,MAIZ,HIBRIDO SIMPLE MODIFICADO,Zea mays L.,CE,2020-05-27,,,BOL,,,,AGRICOMSEEDS S.R.L.,ARNALDA DANIEL EDUARDO,,
19626,CARILO FS,SORGO,FORRAJERO HIBRIDOS,Sorghum spp,FO,2020-05-27,,,ARG,,,,CRIAD. Y SEM. DON SAUL SAS,ALLO ROBERTO JAVIER,,
19627,AGRI-340,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-05-27,,,BOL,,,,AGRICOMSEEDS S.R.L.,ARNALDA DANIEL EDUARDO,,
19628,NTO2.5 CP,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,2020-06-29,,,ARG,AO - CL,,,DOW AGROSCIENCES ARGENTINA SRL,MARIA CECILIA ROCA,,
19629,NN08002,FRAMBUESA,,Rubus idaeus L.,FR,,2022-07-12,2042-07-12,UN3,,,,,,Pacific Berries LLC,GUERRICO MARTIN
19630,BERKAN,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2020-09-03,,,TUR,,,,GARDE GIUSTI Y CHUCHUY S.A.,JAVIER CHUCHUY,,
19631,80465,SORGO,LINEA,Sorghum spp,CE,,2021-02-18,2041-02-18,ARG,,,,,,ADVANTA SEMILLAS S.A.I.C.,PABLO CARLOS DE LA FUENTE
19632,RAPTOR 18.14 BT,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-06-02,,,ARG,TR,SYN-BTØ11-1,Resistencia a Lepidópteros  ,SALA S.A,CAGLIERI ADOLFO,,
19633,BOS 7601,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2020-09-03,,,UN3,,,,GARDE GIUSTI Y CHUCHUY S.A.,JAVIER CHUCHUY,,
19634,BOS 7603,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2020-09-03,,,UN3,,,,GARDE GIUSTI Y CHUCHUY S.A.,JAVIER CHUCHUY,,
19635,EL PAYÉ,TOMATE,HIBRIDO,Lycopersicon lycopersicum (L.) Karst. ex,HT,2020-09-01,,,BRA,,,,SAKATA SEED ARGENTINA S.A.,ROBERTO TAKASHI OKI,,
19636,AF 8253,PIMIENTO,HIBRIDO,Capsicum annuum L.,HT,2021-02-23,,,BRA,,,,SAKATA SEED ARGENTINA S.A.,ROBERTO TAKASHI OKI,,
19637,ARAGORN,ARVEJA,VARIEDAD,Pisum sativum L.,HT,2020-11-27,,,NE2,,,,LIHUE TUE S.A.,"ROJAS, ALFREDO",,
19638,AG 7004 VT3P,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,2020-08-19,,,ARG,TR,MON-89Ø34-3 x MON-88Ø17-3,Tolerancia a Glifosato y Resistencia a Lepidópteros y Coleópteros ,AGRISEED S.A.,LARRABURU HECTOR JORGE,,
19639,658,MAIZ,HIBRIDO TRIPLE,Zea mays L.,CE,2020-05-27,,,ARG,,,,INTERNAT. PLANT BREEDERS S.A.,GERMINO ROBERTO,,
19640,663,MAIZ,HIBRIDO SIMPLE MODIFICADO,Zea mays L.,CE,2020-05-27,,,ARG,TR,MON-ØØ81Ø-6,Resistencia a Lepidópteros ,INTERNAT. PLANT BREEDERS S.A.,GERMINO ROBERTO,,
19641,NUCORN 2881 VT3PRO,MAIZ,HIBRIDO SIMPLE MODIFICADO,Zea mays L.,CE,2020-05-27,,,ARG,TR,MON-89Ø34-3 x MON-88Ø17-3,Tolerancia a Glifosato y Resistencia a Lepidópteros y Coleópteros ,INTERNAT. PLANT BREEDERS S.A.,GERMINO ROBERTO,,
