numero,cultivar,especie,condicion_genetica,nombre_cientifico,grupo,inscripcion_rnc,inscripcion_rnpc,validez_rnpc,pais,caracteristicas,evento_transgenico,evento_transgenico_caracteristica,solicitante_rnc,representante_rnc,solicitante_rnpc,representante_rnpc
908,EL TROPERO INTA,CENTENO,,Secale cereale L.,CE,1981-01-13,,,ARG,,,,,,,
909,PIPO INTA,CAUPI,,Vigna sinensis L.,FO,1981-01-13,,,ARG,,,,,,,
910,PINCEN INTA,AVENA BLANCA,VARIEDAD,Avena sativa L.,CE,1981-01-13,,,ARG,,,,,,,
911,LA VINCHA INTA,VICIA PANNONICA,,Vicia pannonica crantz,FO,1981-01-13,,,ARG,,,,,,,
912,REMECO INTA,CENTENO,,Secale cereale L.,CE,1981-01-13,,,ARG,,,,,,,
913,CARAPE INTA,MOHA,,Setaria italica (L.) P. Beauv.,FO,1981-01-13,,,ARG,,,,,,,
914,CORRIENTES INTA,CAUPI,,Vigna sinensis L.,FO,1981-01-13,,,ARG,,,,,,,
915,LA YAPA INTA,TREBOL PERSA,,Trifolium resupinatum L.,FO,1981-01-13,,,ARG,,,,,,,
916,ANGUIL INTA,ALFALFA,,Medicago sativa L.,FO,1981-01-13,,,ARG,IV,,,,,,
917,SALADINA SINTETICA,ALFALFA,,Medicago sativa L.,FO,1981-01-13,,,ARG,VIII,,,,,,
918,ÑANDU INTA,MOHA,,Setaria italica (L.) P. Beauv.,FO,1981-01-13,,,ARG,,,,,,,
919,YAGUANE INTA,MOHA,,Setaria italica (L.) P. Beauv.,FO,1981-01-13,,,ARG,,,,,,,
920,RIO V,MIJO,,Panicum miliaceum L.,CE,1981-01-13,,,ARG,,,,,,,
921,DON ENRIQUE INTA,CENTENO,,Secale cereale L.,CE,1981-01-13,,,ARG,,,,,,,
922,SAN GABRIEL,TREBOL DE LOS CUERNITOS,,Lotus corniculatus L.,FO,1981-01-13,,,ARG,,,,,,,
923,ALBORADA INTA,VICIA VILLOSA ROTH,,Vicia villosa Roth,FO,1981-01-13,,,ARG,,,,,,,
924,EL PALMAR INTA,AGROPIRO CRIOLLO,,Agropyron scabrifolium (Doell) Parodi,FO,1981-01-13,,,ARG,,,,,,,
925,ERMELO,PASTO LLORON,,Eragrostis curvula (Schrader) Nees.,FO,1981-01-13,,,ARG,,,,,,,
926,SAN JUSTO INTA,CEBADILLA CRIOLLA,,Bromus catharticus Vahl.,FO,1981-01-13,,,ARG,,,,,,,
927,DON AMADEO INTA,PASTO OVILLO,,Dactylis glomerata L.,FO,1981-01-13,,,ARG,,,,,,,
928,MORPA,PASTO LLORON,,Eragrostis curvula (Schrader) Nees.,FO,1981-01-13,,,ARG,,,,,,,
929,DON JOSE INTA,PIMPINELA,,Sanguisorba minor Scop.,AR,1981-01-13,,,ARG,,,,,,,
930,EL CHANGUITO INTA,MIJO,,Panicum miliaceum L.,CE,1981-01-13,,,ARG,,,,,,,
931,TRINIDAD INTA,MIJO,,Panicum miliaceum L.,CE,1981-01-13,,,ARG,,,,,,,
932,CACHIRULO IN-CA,TRITICALE,VARIEDAD,×Triticosecale Wittmack,FO,1981-01-13,,,ARG,,,,,,,
933,EL POLACO INTA,AGROPIRO ALARGADO,,Agropyron elongatum (Host) P. Beauv.,FO,1981-01-13,,,ARG,,,,,,,
934,EL PELADO INTA,AGROPIRO CRIOLLO,,Agropyron scabrifolium (Doell) Parodi,FO,1981-01-13,,,ARG,,,,,,,
935,SANTA FE INTA,CEBADILLA CRIOLLA,,Bromus catharticus Vahl.,FO,1981-01-13,,,ARG,,,,,,,
936,DON MIGUEL INTA,PHALARIS ANGUSTA NEES.,,Phalaris angusta Nees.,FO,1981-01-13,,,ARG,,,,,,,
937,INTACIC,ALFALFA,,Medicago sativa L.,FO,1981-01-13,,,ARG,IV,,,,,,
938,RIO IV,MIJO,,Panicum miliaceum L.,CE,1981-01-13,,,ARG,,,,,,,
939,PAINE INTA,ALFALFA,,Medicago sativa L.,FO,1981-01-13,,,ARG,III,,,,,,
940,VALUNO INTA,CEBOLLA,VARIEDAD,Allium cepa L.,HT,1981-01-13,,,ARG,,,,,,,
941,BATAVIA LM SEL LA CONSULTA,LECHUGA,VARIEDAD,Lactuca sativa L.,HT,1981-01-13,,,ARG,,,,,,,
942,CRIOLLA VERDE SEL LA CONSULTA,LECHUGA,VARIEDAD,Lactuca sativa L.,HT,1981-01-13,,,ARG,,,,,,,
943,MAGNIF FAMATINA INTA,POROTO,VARIEDAD,Phaseolus vulgaris L.,HT,1981-01-13,,,ARG,,,,,,,
944,CHANTENAY LISA SEL LA CONSULTA,ZANAHORIA,VARIEDAD,Daucus carota L.,HT,1981-01-13,,,ARG,,,,,,,
945,GALLEGA LM SEL LA CONSULTA,LECHUGA,VARIEDAD,Lactuca sativa L.,HT,1981-01-13,,,ARG,,,,,,,
946,MAGNIF CACHI INTA,ZAPALLITO REDONDO DE TRONCO,VARIEDAD,Cucurbita máxima Duchesne,HT,1981-01-13,,,ARG,,,,,,,
947,MAGNIF AMBATO INTA,PIMIENTO,VARIEDAD,Capsicum annuum L.,HT,1981-01-13,,,ARG,,,,,,,
948,MAGNIF ACAY INTA,POROTO,VARIEDAD,Phaseolus vulgaris L.,HT,1981-01-13,,,ARG,,,,,,,
950,CHARLESTON GRAY,SANDIA,VARIEDAD,Citrullus lanatus (Thumb.) Matsum. et Nakai,HT,1981-01-13,,,ARG,,,,,,,
951,HONEY DEW SEL LA CONSULTA INTA,MELON,VARIEDAD,Cucumis melo L.,HT,1981-01-13,,,ARG,,,,,,,
953,MAGNIF TUPUNGATO INTA,ZAPALLITO ALARGADO DE TRONCO,VARIEDAD,Cucurbita pepo L.,HT,1981-01-13,,,ARG,,,,,,,
954,ANEPAN INTA,ACELGA,VARIEDAD,Beta vulgaris L. var. vulgaris L.,HT,1981-01-13,,,ARG,,,,,,,
955,RONITA SEL LA CONSULTA INTA,TOMATE,VARIEDAD,Lycopersicon lycopersicum (L.) Karst. ex,HT,1981-01-13,,,ARG,I,,,,,,
956,VALCATORCE INTA,CEBOLLA,VARIEDAD,Allium cepa L.,HT,1981-01-13,,,ARG,,,,,,,
957,BALIN DE ALBENGA SEL LA CONSUL,POROTO,VARIEDAD,Phaseolus vulgaris L.,HT,1981-01-13,,,ARG,,,,,,,
958,PLATENSE J.J.GOMEZ,TOMATE,VARIEDAD,Lycopersicon lycopersicum (L.) Karst. ex,HT,1981-01-13,,,ARG,,,,,,,
959,VALENCIANITA SEL LA BANDA,CEBOLLA,VARIEDAD,Allium cepa L.,HT,1981-01-13,,,ARG,,,,,,,
960,HOJA FINA SEL SAN PEDRO INTA,ACHICORIA,,Cichorium intybus L.,HT,1981-01-13,,,ARG,,,,,,,
961,HIBRIDO INDUSTRIA INTA,CEBOLLA,HIBRIDO,Allium cepa L.,HT,1981-01-13,,,ARG,I,,,,,,
962,CRIOLLA BLANCA SEL LA CONSULTA,LECHUGA,VARIEDAD,Lactuca sativa L.,HT,1981-01-13,,,ARG,,,,,,,
963,PAINE INTA,POROTO,VARIEDAD,Phaseolus vulgaris L.,HT,1981-01-13,,,ARG,,,,,,,
964,HIBRIDO SAN PEDRO 1 INTA,MAIZ,CHOCLO DULCE HIBRIDO,Zea mays L.,HT,1981-01-13,,,ARG,,,,,,,
965,LA BANDA 70 INTA,ZAPALLO,VARIEDAD,Cucurbita maxima,HT,1981-01-13,,,ARG,,,,,,,
966,ROSSOL SEL LA CONSULTA INTA,TOMATE,VARIEDAD,Lycopersicon lycopersicum (L.) Karst. ex,HT,1981-01-13,,,ARG,I,,,,,,
967,CRIOLLA COLORADA 202 INTA,BATATA,,Ipomoea batatas (L.) Poir.,HT,1981-01-13,,,ARG,,,,,,,
968,VIOLETA MEDIA LARGA SEL S.JUAN,BERENJENA,VARIEDAD,Solanum melongena L.,HT,1981-01-13,,,ARG,,,,,,,
969,HIBRIDO SAN PEDRO 2 INTA,MAIZ,CHOCLO DULCE HIBRIDO,Zea mays L.,HT,1981-01-13,,,ARG,,,,,,,
970,CALCHAQUI INTA,PIMIENTO,VARIEDAD,Capsicum annuum L.,HT,1981-01-13,,,ARG,,,,,,,
971,DETROIT DARK RED SEL SAN PEDRO,REMOLACHA,VARIEDAD,Beta vulgaris L.,HT,1981-01-13,,,ARG,,,,,,,
972,DON JORGE INTA,MELON,VARIEDAD,Cucumis melo L.,HT,1981-01-13,,,ARG,,,,,,,
973,LOICA INTA,TOMATE,VARIEDAD,Lycopersicon lycopersicum (L.) Karst. ex,HT,1981-01-13,,,ARG,I,,,,,,
974,VERDE ANUAL SEL SAN PEDRO INTA,ACELGA,VARIEDAD,Beta vulgaris L. var. vulgaris L.,HT,1981-01-13,,,ARG,,,,,,,
975,ROSADO INTA,AJO,,Allium sativum L.,HT,1981-01-13,,,ARG,,,,,,,
976,MORADA INTA,CEBOLLA,VARIEDAD,Allium cepa L.,HT,1981-01-13,,,ARG,,,,,,,
977,CORAZON LLENO INTA,ESCAROLA,,Cichorium endivia L.,HT,1981-01-13,,,ARG,,,,,,,
978,TENDRAL NEGRO INTA,MELON,VARIEDAD,Cucumis melo L.,HT,1981-01-13,,,ARG,,,,,,,
979,HUILQUI INTA,TOMATE,VARIEDAD,Lycopersicon lycopersicum (L.) Karst. ex,HT,1981-01-13,,,ARG,I,,,,,,
980,BLANCA CHATA SEL SAN JUAN INTA,CEBOLLA,VARIEDAD,Allium cepa L.,HT,1981-01-13,,,ARG,,,,,,,
981,BARRETAL SEL CATAMARCA,MAIZ,CHOCLO DENTADO VARIEDAD,Zea mays L.,HT,1981-01-13,,,ARG,,,,,,,
982,CAIVALLON ESPAÑOL INTA,MELON,VARIEDAD,Cucumis melo L.,HT,1981-01-13,,,ARG,,,,,,,
983,GUANACACHE INTA,PIMIENTO,VARIEDAD,Capsicum annuum L.,HT,1981-01-13,,,ARG,,,,,,,
984,TRIUQUE INTA,TOMATE,VARIEDAD,Lycopersicon lycopersicum (L.) Karst. ex,HT,1981-01-13,,,ARG,,,,,,,
985,HOJAS ANCHAS SEL CATAMARCA,ALBAHACA,,Ocimun basilicum L.,HT,1981-01-13,,,ARG,,,,,,,
986,CRIOLLA AMARILLA LV ICA INTA,BATATA,,Ipomoea batatas (L.) Poir.,HT,1981-01-13,,,ARG,,,,,,,
987,EGIPCIA SEL CATAMARCA INTA,CEBOLLA,VARIEDAD,Allium cepa L.,HT,1981-01-13,,,ARG,I,,,,,,
988,ALUBIA CERRILLOS INTA,POROTO,VARIEDAD,Phaseolus vulgaris L.,HT,1981-01-13,,,ARG,,,,,,,
989,MORADA INTA,BATATA,,Ipomoea batatas (L.) Poir.,HT,1981-01-13,,,ARG,,,,,,,
990,PISINGALLO PARANA INTA,MAIZ,PISINGALLO/REVENTON VARIEDAD,Zea mays L.,HT,1981-01-13,,,ARG,,,,,,,
991,CALATAUCO INTA,PIMIENTO,VARIEDAD,Capsicum annuum L.,HT,1981-01-13,,,ARG,,,,,,,
992,PLANEUCO INTA,TOMATE,VARIEDAD,Lycopersicon lycopersicum (L.) Karst. ex,HT,1981-01-13,,,ARG,,,,,,,
993,PLATAUCO INTA,TOMATE,VARIEDAD,Lycopersicon lycopersicum (L.) Karst. ex,HT,1981-01-13,,,ARG,,,,,,,
994,PLATENSE LINEA 9 SEL SAN PEDRO,TOMATE,VARIEDAD,Lycopersicon lycopersicum (L.) Karst. ex,HT,1981-01-13,,,ARG,,,,,,,
995,SORPRESA INTA,MAIZ,CHOCLO DULCE VARIEDAD,Zea mays L.,HT,1981-01-13,,,ARG,,,,,,,
996,TABLE QUEEN SEL EL COLORADO,ZAPALLO,VARIEDAD,Cucurbita maxima,HT,1981-01-13,,,ARG,,,,,,,
997,ARECO INTA,LINO,,Linum usitatissimum L.,OL,1982-06-24,,,ARG,,,,INTA E.E.A.PERGAMINO,VON DER PAHLEN ALEJO,,
998,SAN IGNACIO R V 76,MIJO,,Panicum miliaceum L.,CE,1981-12-02,,,ARG,,,,HIJOS DE A.TOMASELLI,BAIMA MIGUEL,,
999,EL CENCERRO,RAIGRAS PERENNE,,Lolium perenne L.,FO,1981-12-02,,,ARG,,,,DUCOS ENRIQUE OSCAR,DUCOS ENRIQUE OSCAR,,
1001,SE 300,CEBADILLA CRIOLLA,,Bromus catharticus Vahl.,FO,1984-12-05,,,ARG,,,,CASA ALFALFA S.A.,EBNER SIMON,,
1002,SIGCO 450,GIRASOL,HIBRIDO DE TRES LINEAS,Helianthus annuus L.,OL,1981-09-11,,,UN3,,,,PALAVERSICH Y CIA. S.A.C.,PALAVERSICH CARLOS ANTONIO,,
1003,MONCLAIR INRA 290,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,1981-09-11,,,FRA,,,,LASA JOSE ANTONIO,LASA JOSE ANTONIO,,
1004,INRA 260,MAIZ,HIBRIDO TRIPLE,Zea mays L.,CE,1981-09-11,,,FRA,,,,ATAR,LASA JOSE ANTONIO,,
1008,S 340,GIRASOL,HIBRIDO DE TRES LINEAS,Helianthus annuus L.,OL,1981-09-11,,,UN3,,,,HIBRIDOS WAC SA,CAVANAGH ROBERTO DIEGO,,
1009,S 304 A,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,1981-09-11,,,UN3,,,,HIBRIDOS WAC SA,CAVANAGH ROBERTO DIEGO,,
1011,G 90,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,1981-09-11,,,ARG,,,,DEKALB ARGENTINA S.A.,AGRASAR JORGE RAMON ENRIQUE,,
1013,EL SOCORRITO Nº1,AVENA STRIGOSA,,Avena strigosa Schreb.,FO,1982-06-02,,,ARG,,,,CRIADERO EL SOCORRITO,BALOG PEDRO PABLO,,
1016,P 80,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,1981-09-11,,,ARG,,,,ZENECA S.A.I.C.,SICILIANO RICARDO ROBERTO,,
1017,RF 77,MAIZ,HIBRIDO TRIPLE,Zea mays L.,CE,1981-09-11,,,ARG,,,,ZENECA S.A.I.C.,SICILIANO RICARDO ROBERTO,,
1018,RF 67,MAIZ,HIBRIDO DOBLE,Zea mays L.,CE,1981-09-11,,,ARG,,,,ZENECA S.A.I.C.,SICILIANO RICARDO ROBERTO,,
1019,AX 252,MAIZ,HIBRIDO SIMPLE,Zea mays L.,CE,1981-09-11,,,ARG,,,,COFCO INTERNATIONAL ARGENTINA S.A.,LEGUIZAMON EDUARDO MARTIN,,
1020,A 352,MAIZ,HIBRIDO DOBLE,Zea mays L.,CE,1981-09-11,,,ARG,,,,COFCO INTERNATIONAL ARGENTINA S.A.,LEGUIZAMON EDUARDO MARTIN,,
1022,SEMIDEN Nº4,MAIZ,HIBRIDO DOBLE,Zea mays L.,CE,1982-03-04,,,ARG,,,,CARGILL S.A.,MARINO ANTONIO E,,
1024,SUPER 401,GIRASOL,HIBRIDO DE TRES LINEAS,Helianthus annuus L.,OL,1982-03-04,,,ARG,,,,CARGILL S.A.,SAVOIA HECTOR JULIO,,
1025,SUPER 406,GIRASOL,HIBRIDO DE TRES LINEAS,Helianthus annuus L.,OL,1982-03-04,,,ARG,,,,CARGILL S.A.,SAVOIA HECTOR JULIO,,
1026,4 F 36,MAIZ,HIBRIDO DOBLE,Zea mays L.,CE,1982-03-04,,,ARG,,,,DEKALB ARGENTINA S.A.,AGRASAR JORGE RAMON ENRIQUE,,
1027,3 F 21,MAIZ,HIBRIDO TRIPLE,Zea mays L.,CE,1982-03-04,,,ARG,,,,DEKALB ARGENTINA S.A.,AGRASAR JORGE RAMON ENRIQUE,,
1028,DEKALB B 670,MAIZ,HIBRIDO DOBLE,Zea mays L.,CE,1982-03-04,,,MEX,,,,DEKALB ARGENTINA S.A.,AGRASAR JORGE RAMON ENRIQUE,,
1029,NORKINSOL HIBRIDO 2006,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,1982-03-04,,,ARG,,,,ENEKA SEMILLAS S.A.,GENIN RICARDO,,
1030,TEXAS 4464,BUFFEL GRASS,,Cenchrus ciliaris L.,FO,1981-08-20,,,UN3,,,,LA MAGDALENA,AYERZA RICARDO,,
1031,IS 3107,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,1982-03-04,,,UN3,,,,TOOL RESEARCH ARGENTINA,WYLER MAURICIO LEOPOLDO,,
1032,IS 7775 S,GIRASOL,HIBRIDO DE TRES LINEAS,Helianthus annuus L.,OL,1982-03-04,,,UN3,,,,TOOL RESEARCH ARGENTINA,WYLER MAURICIO LEOPOLDO,,
1033,IS 7785,GIRASOL,HIBRIDO DE TRES LINEAS,Helianthus annuus L.,OL,1982-03-04,,,UN3,,,,TOOL RESEARCH ARGENTINA,WYLER MAURICIO LEOPOLDO,,
1035,TRIUMPH 540,GIRASOL,HIBRIDO DE TRES LINEAS,Helianthus annuus L.,OL,1983-01-05,,,UN3,,,,"LA INSULA DE BRAVINO, ITALO",,,
1036,TRIUMPH 551,GIRASOL,HIBRIDO DE TRES LINEAS,Helianthus annuus L.,OL,1983-01-05,,,UN3,,,,"LA INSULA DE BRAVINO, ITALO",,,
1037,M 404,MAIZ,HIBRIDO DOBLE,Zea mays L.,CE,1982-06-24,,,ARG,,,,SANTA URSULA S.A.A.I.C.,ANDRES JOSE MARIA,,
1038,NORKINTRES 231,MAIZ,HIBRIDO TRIPLE,Zea mays L.,CE,1982-06-24,,,ARG,,,,ENEKA SEMILLAS S.A.,GENIN RICARDO,,
1043,SUN-GRO 382,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,1982-11-03,,,UN3,,,,SANTA URSULA S.A.A.I.C.,PARISI HORACIO GUSTAVO,,
1044,SIGCO 488,GIRASOL,HIBRIDO DE TRES LINEAS,Helianthus annuus L.,OL,1982-11-03,,,UN3,,,,PALAVERSICH Y CIA. S.A.C.,PALAVERSICH CARLOS ANTONIO,,
1045,MONSUR INRA 440,MAIZ,HIBRIDO TRIPLE,Zea mays L.,CE,1982-11-03,,,FRA,,,,ATAR,LASA JOSE ANTONIO,,
1046,SE 1000,SORGO,FORRAJERO HIBRIDOS,Sorghum spp,FO,1984-09-28,,,ARG,,,,CASA ALFALFA S.A.,EBNER SIMON,,
1048,UÑAICHE INTA,CEBADA FORRAJERA,,Hordeum vulgare L. convar. vulgare,FO,1982-11-03,,,ARG,,,,INTA E.E.A.BORDENAVE,GLAVE ADOLFO ENRIQUE,,
1049,BUCK CANDISUR,TRIGO FIDEOS O CANDEAL,VARIEDAD,Triticum durum Desf.,CE,1982-11-03,,,ARG,,,,JOSE BUCK S.A.,BUCK CARLOS GUILLERMO,,
1050,FUNK'S G 410,MAIZ,HIBRIDO DOBLE,Zea mays L.,CE,1982-11-03,,,ARG,,,,SYNGENTA AGRO S.A.,EPHRAIN PEDRO TOMAS,,
1051,FUNK'S G 411,MAIZ,HIBRIDO DOBLE,Zea mays L.,CE,1982-11-03,,,ARG,,,,SYNGENTA AGRO S.A.,EPHRAIN PEDRO TOMAS,,
1063,CUNCALA INTA,CALABAZA,VARIEDAD,Cucurbita moschata Duch.,HT,1983-11-24,,,ARG,,,,INTA E.E.A.LA BANDA,CANTOS FRANCISCO,,
1068,JAERLA,PAPA,VARIEDAD,Solanum tuberosum L.,HT,1987-07-03,,,NET,,,,FRIESE MAARRSHAPIL,SCHOREDER JUAN,,
1071,MONALISA,PAPA,VARIEDAD,Solanum tuberosum L.,HT,1988-08-18,,,NET,,,,SCHOREDER JUAN,PASCUALINI ALBERTO,,
1074,BARAKA,PAPA,VARIEDAD,Solanum tuberosum L.,HT,1988-08-18,,,NET,,,,SCHOREDER JUAN,SCHOREDER JUAN,,
1078,SPUNTA,PAPA,VARIEDAD,Solanum tuberosum L.,HT,1987-07-03,,,NET,,,,HETTEMA ZONEN B.V.,SCHOREDER JUAN,,
1111,MORENE,PAPA,VARIEDAD,Solanum tuberosum L.,HT,1986-11-04,,,NET,,,,SCHOREDER JUAN,SCHOREDER JUAN,,
1113,CHALCO INTA,SORGO,GRANIFERO HIBRIDO,Sorghum bicolor,CE,1983-09-13,,,ARG,,,,INTA E.E.A.BORDENAVE,GLAVE ADOLFO ENRIQUE,,
1117,FORTINERA INTA,ALFALFA,,Medicago sativa L.,FO,1983-10-03,,,ARG,V,,,INTA E.E.A.PERGAMINO,SERRANO HERNAN,,
1118,TEMBI 5 L INTA,TABACO,,Nicotiana tabacum L.,CI,1984-09-28,,,ARG,,,,INTA E.E.A.BELLA VISTA,RODRIGUEZ DIEGO SIXTO,,
1119,YUPI 14 A INTA,TABACO,,Nicotiana tabacum L.,CI,1984-09-28,,,ARG,,,,INTA E.E.A.BELLA VISTA,RODRIGUEZ DIEGO SIXTO,,
1120,ALBA INTA,VID,,Vitis L.,FR,1983-02-24,,,ARG,,,,GARGIULO ANGEL ANTONIO,ALCALDE ANTONIO,,
1121,ARIZUL INTA,VID,,Vitis L.,FR,1983-02-24,,,ARG,,,,GARGIULO ANGEL ANTONIO,ALCALDE ANTONIO,,
1122,AURORA INTA,VID,,Vitis L.,FR,1983-02-24,,,ARG,,,,GARGIULO ANGEL ANTONIO,ALCALDE ANTONIO,,
1123,CABER INTA,VID,,Vitis L.,FR,1983-02-24,,,ARG,V,,,GARGIULO ANGEL ANTONIO,ALCALDE ANTONIO,,
1124,EMPERATRIZ INTA,VID,,Vitis L.,FR,1983-02-24,,,ARG,,,,GARGIULO ANGEL ANTONIO,ALCALDE ANTONIO,,
1125,MOSCATUEL INTA,VID,,Vitis L.,FR,1983-02-24,,,ARG,,,,GARGIULO ANGEL ANTONIO,ALCALDE ANTONIO,,
1126,PASIGA INTA,VID,,Vitis L.,FR,1983-02-24,,,ARG,,,,GARGIULO ANGEL ANTONIO,ALCALDE ANTONIO,,
1127,PERLON INTA,VID,,Vitis L.,FR,1983-02-24,,,ARG,,,,GARGIULO ANGEL ANTONIO,ALCALDE ANTONIO,,
1128,RIESLINA INTA,VID,,Vitis L.,FR,1983-02-24,,,ARG,V,,,GARGIULO ANGEL ANTONIO,ALCALDE ANTONIO,,
1129,TRIBRIDO 83,MAIZ,HIBRIDO TRIPLE,Zea mays L.,CE,1982-11-03,,,ARG,,,,CARGILL S.A.,MARINO ANTONIO E,,
1132,NORKIN 4-280,MAIZ,HIBRIDO DOBLE,Zea mays L.,CE,1982-11-03,,,ARG,,,,ENEKA SEMILLAS S.A.,GENIN RICARDO,,
1133,TRIBRIDO 40,MAIZ,HIBRIDO TRIPLE,Zea mays L.,CE,1982-11-03,,,ARG,,,,CARGILL S.A.,SAVOIA HECTOR JULIO,,
1134,P 81,GIRASOL,HIBRIDO DE TRES LINEAS,Helianthus annuus L.,OL,1983-01-05,,,ARG,,,,ZENECA S.A.I.C.,SICILIANO RICARDO ROBERTO,,
1135,CONTIFLOR 3,GIRASOL,HIBRIDO SIMPLE,Helianthus annuus L.,OL,1983-01-05,,,ARG,,,,ZENECA S.A.I.C.,SICILIANO RICARDO ROBERTO,,
1137,PRECOZ 14,MAIZ,HIBRIDO DOBLE,Zea mays L.,CE,1983-09-13,,,ARG,,,,CARGILL S.A.,SAVOIA HECTOR JULIO,,
1138,RUMBOS 55,MAIZ,HIBRIDO TRIPLE,Zea mays L.,CE,1984-02-02,,,ARG,,,,CRIADERO Y SEMILLERO RUMBOS SC,ROSENVAIG JUAN,,
1140,DEKALB 3 F 22,MAIZ,HIBRIDO TRIPLE,Zea mays L.,CE,1983-09-13,,,ARG,,,,DEKALB ARGENTINA S.A.,BLUM RICARDO LUIS,,
1142,BELLOCQ MAACIC,ALFALFA,,Medicago sativa L.,FO,1983-10-03,,,ARG,V,,,CHACRA EXPERIMENTAL BELLOQ,PEREYRAS NICOLAS LUIS,,
1143,DOR 41,POROTO,VARIEDAD,Phaseolus vulgaris L.,HT,1982-11-09,,,COL,,,,ESTACION EXPERIMENTAL AGRO INDUSTRIAL OBISPO COLOMBRES,HEMSY VICTOR,,
1144,TUC NORTEÑO,TRIGO FIDEOS O CANDEAL,VARIEDAD,Triticum durum Desf.,CE,1983-09-13,,,MEX,,,,EEA OBISPO COLOMBRES,HEMSY VICTOR,,
1153,RUSTIFLOR,GIRASOL,HIBRIDO DE TRES LINEAS,Helianthus annuus L.,OL,1983-09-13,,,FRA,,,,BUCK SEMILLAS S.A,BUCK CARLOS GUILLERMO,,
1154,FUNK'S G 412 T,MAIZ,HIBRIDO TRIPLE,Zea mays L.,CE,1983-09-13,,,ARG,,,,SYNGENTA AGRO S.A.,EPHRAIN PEDRO TOMAS,,
1155,G 1753,POROTO,VARIEDAD,Phaseolus vulgaris L.,HT,1983-10-03,,,COL,,,,EERA SALTA,,,
1157,CORDOBESA INTA,ALFALFA,,Medicago sativa L.,FO,1982-12-16,,,ARG,VI,,,,,,
1158,DON LUIS INTA,CENTENO,,Secale cereale L.,CE,1984-09-28,,,ARG,,,,INTA E.E.A.ANGUIL,,,
1159,MANFREDINA INTA,CEBADA FORRAJERA,,Hordeum vulgare L. convar. vulgare,FO,1983-02-14,,,ARG,,,,,,,
1160,BATITU INTA,SORGO,FORRAJERO HIBRIDOS,Sorghum spp,FO,1983-02-14,,,ARG,,,,INTA E.E.A.PERGAMINO,,,
1161,FRONDOSO INTA,SORGO,FORRAJERO VARIEDADES,Sorghum spp,FO,1983-02-14,,,ARG,,,,,,,
1162,HUERIN INTA,SORGO,FORRAJERO VARIEDADES,Sorghum spp,FO,1983-02-14,,,ARG,,,,,,,
1163,LEOTI RED SEL PERGAMINO,SORGO,FORRAJERO VARIEDADES,Sorghum spp,FO,1983-02-14,,,ARG,,,,,,,
1164,1240 A Y B INTA,SORGO,FORRAJERO VARIEDADES,Sorghum spp,FO,1983-02-14,,,ARG,,,,,,,
1165,3026 A Y B INTA,SORGO,FORRAJERO VARIEDADES,Sorghum spp,FO,1983-02-14,,,ARG,,,,,,,
1166,DON SALVADOR INTA,SORGO,FORRAJERO VARIEDADES,Sorghum spp,FO,1983-02-14,,,ARG,,,,,,,
1167,ARC,ALFALFA,,Medicago sativa L.,FO,1983-02-14,,,UN3,IV,,,,,,
1168,CUF 101,ALFALFA,,Medicago sativa L.,FO,1983-02-14,,,UN3,IX,,,,,,
1169,DAWSON,ALFALFA,,Medicago sativa L.,FO,1983-02-14,,,UN3,IV,,,,,,
1170,KANZA,ALFALFA,,Medicago sativa L.,FO,1983-02-14,,,UN3,IV,,,,,,
1171,TEAM,ALFALFA,,Medicago sativa L.,FO,1983-02-14,,,UN3,IV,,,,,,
1172,WASHOE,ALFALFA,,Medicago sativa L.,FO,1983-02-14,,,UN3,V,,,,,,
1173,BORDENAVE INTA,ALFALFA,,Medicago sativa L.,FO,1983-02-01,,,ARG,IV,,,,,,
1174,DON VICTOR INTA,AVENA BLANCA,VARIEDAD,Avena sativa L.,CE,1984-09-28,,,ARG,,,,INTA E.E.A.ANGUIL,BERNARDON ABEL EDUARDO,,
1183,LA VICTORIA 1,SORGO,GRANIFERO HIBRIDO,Sorghum bicolor,CE,1984-02-02,,,ARG,,,,CARDINAL HAROLDO NORBERTO,CARDINAL HAROLDO NORBERTO,,
1184,LA VICTORIA 2,SORGO,GRANIFERO HIBRIDO,Sorghum bicolor,CE,1984-02-02,,,ARG,,,,CARDINAL HAROLDO NORBERTO,CARDINAL HAROLDO NORBERTO,,
1185,LA VICTORIA 3,SORGO,FORRAJERO HIBRIDOS,Sorghum spp,FO,1984-02-02,,,ARG,,,,CARDINAL HAROLDO NORBERTO,CARDINAL HAROLDO NORBERTO,,
1186,LA VICTORIA 4 BR,SORGO,GRANIFERO HIBRIDO,Sorghum bicolor,CE,1984-02-02,,,ARG,,,,CARDINAL HAROLDO NORBERTO,CARDINAL HAROLDO NORBERTO,,
